"Date","Time","Open","High","Low","Close","TotalVolume"
3/4/2023,18:48:00,20476,20490,20476,20490,66
3/4/2023,18:49:00,20490,20497,20490,20491,22
3/4/2023,18:50:00,20489,20490,20487,20490,15
3/4/2023,18:51:00,20491,20492,20491,20492,2
3/4/2023,18:52:00,20493,20493,20491,20491,4
3/4/2023,18:53:00,20491,20494,20491,20494,8
3/4/2023,18:54:00,20493,20495,20491,20493,5
3/4/2023,18:55:00,20494,20494,20485,20487,10
3/4/2023,18:56:00,20488,20491,20488,20491,5
3/4/2023,18:57:00,20489,20494,20489,20493,18
3/4/2023,18:58:00,20492,20494,20491,20494,6
3/4/2023,18:59:00,20491,20494,20491,20494,3
3/4/2023,19:00:00,20495,20497,20495,20497,4
3/4/2023,19:01:00,20495,20498,20494,20494,13
3/4/2023,19:02:00,20493,20493,20489,20489,12
3/4/2023,19:03:00,20487,20489,20486,20489,6
3/4/2023,19:04:00,20490,20490,20488,20488,6
3/4/2023,19:05:00,20485,20487,20485,20486,3
3/4/2023,19:06:00,20484,20484,20481,20483,9
3/4/2023,19:07:00,20483,20485,20482,20485,4
3/4/2023,19:08:00,20483,20483,20482,20482,4
3/4/2023,19:09:00,20481,20483,20481,20483,4
3/4/2023,19:10:00,20481,20481,20480,20480,5
3/4/2023,19:11:00,20479,20482,20479,20482,7
3/4/2023,19:12:00,20481,20481,20481,20481,1
3/4/2023,19:13:00,20480,20485,20480,20485,5
3/4/2023,19:14:00,20485,20485,20483,20484,6
3/4/2023,19:15:00,20482,20489,20482,20489,12
3/4/2023,19:16:00,20489,20489,20487,20487,12
3/4/2023,19:17:00,20489,20489,20486,20486,4
3/4/2023,19:18:00,20486,20486,20486,20486,2
3/4/2023,19:20:00,20481,20485,20481,20485,6
3/4/2023,19:21:00,20484,20484,20484,20484,4
3/4/2023,19:22:00,20488,20490,20488,20490,3
3/4/2023,19:25:00,20489,20491,20488,20488,3
3/4/2023,19:26:00,20487,20488,20487,20488,3
3/4/2023,19:27:00,20492,20494,20492,20494,11
3/4/2023,19:28:00,20493,20494,20489,20489,14
3/4/2023,19:29:00,20485,20485,20485,20485,1
3/4/2023,19:30:00,20486,20486,20486,20486,1
3/4/2023,19:31:00,20488,20489,20487,20487,5
3/4/2023,19:32:00,20484,20489,20481,20489,15
3/4/2023,19:33:00,20492,20492,20490,20491,10
3/4/2023,19:34:00,20490,20491,20488,20490,7
3/4/2023,19:35:00,20489,20491,20489,20490,7
3/4/2023,19:36:00,20490,20491,20490,20491,4
3/4/2023,19:37:00,20492,20499,20492,20499,32
3/4/2023,19:38:00,20496,20496,20493,20493,10
3/4/2023,19:39:00,20493,20493,20489,20489,7
3/4/2023,19:40:00,20490,20493,20490,20493,5
3/4/2023,19:41:00,20491,20491,20489,20490,4
3/4/2023,19:42:00,20490,20490,20487,20487,6
3/4/2023,19:43:00,20489,20489,20489,20489,1
3/4/2023,19:44:00,20491,20491,20491,20491,4
3/4/2023,19:45:00,20491,20491,20490,20490,6
3/4/2023,19:46:00,20491,20497,20490,20497,15
3/4/2023,19:47:00,20496,20497,20493,20493,12
3/4/2023,19:48:00,20493,20497,20493,20497,13
3/4/2023,19:49:00,20497,20511,20497,20504,90
3/4/2023,19:50:00,20504,20507,20504,20504,12
3/4/2023,19:51:00,20502,20504,20497,20497,30
3/4/2023,19:52:00,20496,20508,20496,20508,14
3/4/2023,19:53:00,20509,20509,20502,20502,10
3/4/2023,19:54:00,20503,20503,20503,20503,1
3/4/2023,19:55:00,20501,20501,20499,20499,11
3/4/2023,19:56:00,20499,20499,20498,20499,9
3/4/2023,19:57:00,20499,20499,20497,20497,4
3/4/2023,19:58:00,20499,20500,20498,20500,5
3/4/2023,19:59:00,20502,20504,20500,20501,17
3/4/2023,20:00:00,20500,20505,20500,20504,12
3/4/2023,20:01:00,20504,20504,20498,20500,18
3/4/2023,20:02:00,20500,20502,20500,20502,6
3/4/2023,20:03:00,20503,20509,20503,20508,22
3/4/2023,20:04:00,20509,20509,20505,20507,13
3/4/2023,20:05:00,20507,20507,20505,20506,6
3/4/2023,20:06:00,20503,20504,20502,20504,9
3/4/2023,20:07:00,20505,20511,20503,20511,7
3/4/2023,20:08:00,20508,20508,20504,20504,6
3/4/2023,20:09:00,20504,20504,20501,20501,6
3/4/2023,20:10:00,20499,20499,20495,20495,11
3/4/2023,20:11:00,20495,20497,20493,20493,17
3/4/2023,20:12:00,20494,20495,20491,20491,9
3/4/2023,20:13:00,20493,20495,20492,20495,7
3/4/2023,20:14:00,20492,20493,20489,20491,30
3/4/2023,20:15:00,20490,20494,20490,20491,24
3/4/2023,20:16:00,20492,20492,20490,20490,3
3/4/2023,20:17:00,20490,20491,20490,20491,12
3/4/2023,20:18:00,20492,20495,20492,20492,19
3/4/2023,20:19:00,20495,20496,20493,20495,8
3/4/2023,20:20:00,20493,20494,20493,20494,2
3/4/2023,20:21:00,20495,20498,20495,20496,5
3/4/2023,20:22:00,20497,20497,20497,20497,3
3/4/2023,20:23:00,20498,20498,20493,20493,3
3/4/2023,20:24:00,20497,20497,20494,20494,6
3/4/2023,20:25:00,20493,20494,20493,20494,4
3/4/2023,20:26:00,20495,20495,20491,20491,6
3/4/2023,20:27:00,20494,20494,20493,20493,2
3/4/2023,20:28:00,20492,20495,20492,20495,5
3/4/2023,20:29:00,20492,20493,20492,20493,2
3/4/2023,20:30:00,20493,20494,20491,20492,6
3/4/2023,20:31:00,20492,20495,20491,20492,15
3/4/2023,20:32:00,20492,20492,20490,20490,6
3/4/2023,20:33:00,20491,20494,20491,20491,10
3/4/2023,20:34:00,20492,20492,20485,20485,17
3/4/2023,20:35:00,20485,20485,20479,20485,13
3/4/2023,20:36:00,20486,20489,20484,20484,8
3/4/2023,20:37:00,20484,20484,20479,20479,6
3/4/2023,20:38:00,20479,20481,20478,20480,25
3/4/2023,20:39:00,20479,20479,20479,20479,4
3/4/2023,20:40:00,20477,20479,20476,20479,8
3/4/2023,20:41:00,20480,20480,20478,20479,10
3/4/2023,20:42:00,20478,20479,20476,20479,4
3/4/2023,20:43:00,20480,20485,20480,20484,8
3/4/2023,20:44:00,20486,20486,20484,20485,6
3/4/2023,20:45:00,20483,20483,20482,20482,3
3/4/2023,20:46:00,20483,20487,20482,20482,9
3/4/2023,20:47:00,20481,20481,20481,20481,2
3/4/2023,20:48:00,20482,20482,20482,20482,1
3/4/2023,20:49:00,20482,20482,20482,20482,1
3/4/2023,20:50:00,20484,20486,20484,20486,4
3/4/2023,20:51:00,20480,20485,20480,20485,4
3/4/2023,20:52:00,20484,20484,20482,20484,5
3/4/2023,20:53:00,20485,20485,20484,20484,2
3/4/2023,20:54:00,20481,20481,20479,20479,7
3/4/2023,20:55:00,20477,20480,20476,20480,9
3/4/2023,20:56:00,20483,20484,20483,20483,5
3/4/2023,20:57:00,20483,20486,20483,20486,5
3/4/2023,20:58:00,20484,20486,20483,20485,5
3/4/2023,20:59:00,20487,20487,20487,20487,1
3/4/2023,21:00:00,20488,20488,20486,20487,8
3/4/2023,21:01:00,20488,20488,20482,20484,4
3/4/2023,21:02:00,20484,20484,20481,20482,8
3/4/2023,21:03:00,20488,20488,20487,20488,3
3/4/2023,21:04:00,20485,20487,20484,20484,6
3/4/2023,21:05:00,20483,20485,20483,20485,6
3/4/2023,21:06:00,20487,20487,20485,20485,4
3/4/2023,21:07:00,20488,20488,20488,20488,3
3/4/2023,21:08:00,20490,20491,20489,20491,4
3/4/2023,21:09:00,20489,20498,20489,20498,9
3/4/2023,21:10:00,20498,20498,20492,20492,6
3/4/2023,21:11:00,20494,20496,20494,20496,7
3/4/2023,21:12:00,20497,20497,20495,20495,3
3/4/2023,21:13:00,20495,20495,20494,20494,5
3/4/2023,21:14:00,20495,20497,20495,20496,3
3/4/2023,21:15:00,20498,20500,20497,20500,6
3/4/2023,21:16:00,20500,20504,20500,20504,18
3/4/2023,21:17:00,20501,20503,20500,20503,5
3/4/2023,21:18:00,20502,20508,20502,20507,34
3/4/2023,21:19:00,20508,20510,20507,20508,23
3/4/2023,21:20:00,20510,20510,20500,20501,15
3/4/2023,21:21:00,20499,20503,20499,20503,12
3/4/2023,21:22:00,20502,20504,20500,20500,8
3/4/2023,21:23:00,20499,20499,20497,20497,2
3/4/2023,21:24:00,20496,20496,20489,20489,25
3/4/2023,21:25:00,20487,20490,20485,20489,18
3/4/2023,21:26:00,20490,20492,20489,20491,17
3/4/2023,21:27:00,20491,20491,20488,20488,13
3/4/2023,21:28:00,20488,20489,20485,20485,8
3/4/2023,21:29:00,20486,20487,20484,20485,9
3/4/2023,21:30:00,20484,20501,20484,20498,43
3/4/2023,21:31:00,20497,20507,20481,20503,215
3/4/2023,21:32:00,20505,20514,20485,20489,90
3/4/2023,21:33:00,20490,20519,20487,20517,180
3/4/2023,21:34:00,20519,20528,20495,20521,121
3/4/2023,21:35:00,20524,20535,20521,20535,110
3/4/2023,21:36:00,20536,20536,20526,20533,46
3/4/2023,21:37:00,20535,20550,20533,20541,145
3/4/2023,21:38:00,20543,20543,20523,20537,114
3/4/2023,21:39:00,20535,20538,20508,20513,64
3/4/2023,21:40:00,20513,20517,20489,20512,94
3/4/2023,21:41:00,20509,20521,20490,20494,126
3/4/2023,21:42:00,20493,20500,20482,20492,115
3/4/2023,21:43:00,20490,20498,20486,20492,43
3/4/2023,21:44:00,20490,20508,20489,20508,76
3/4/2023,21:45:00,20511,20520,20510,20520,32
3/4/2023,21:46:00,20520,20529,20512,20521,100
